TOKEN	L1	L2
wakho,	0	0
ngezinkomba	1	0
nemithelela	0	0
okumele	0	0
ibhekisiswe.	0	0

Lokhu	0	0
kungenhloso	1	0
yokuqikelela	0	0
ukuthi	0	0
intuthuko	1	1
iyochuma	0	0
ihlale	0	0
isikhathi	1	0
eside?	0	0

Bamxilongile	0	0
abahlengi	1	0
kanye	0	0
nomntwana	0	1
wakhe,	0	1
base	0	0
benquma	1	0
ukuthi	0	0
balethwe	0	0
lapha	0	0
bazobonelwa	1	0
eduzane	0	0
odokotela.	0	0

Amanye	0	0
amazwe	0	0
anezinhlelo	1	0
ezithile	0	0
zokwethula	0	0
uxhaso	0	0
lwemishini	1	0
ethile	0	0
emabhizinisini.	1	1

Ethula	1	0
nosizo	0	0
lwezimali	0	0
oluqondene	1	0
namakhono	0	1
okuthenga.	1	0

Umshini	1	0
olindelwe	0	0
mayelana	0	0
nokugcina	0	0
ibanga	0	0
lokuphakama	1	0
nohlelo,	0	0
nokuthi	0	0
lufakiwe	0	0
futhi	0	0
lusebenza	0	0
ngendlela	0	0
eqondile	0	0
uhlelo	0	1
lokuqwashisa.	1	1

Kanjalo	0	0
awukho	1	0
umgomo	0	1
noma	0	0
izihibe	0	1
zokunqanda	1	0
umsebenzi.	0	0

Inhlangano	0	0
yezilimi	0	0
isebenza	0	0
njengengxenye	1	0
kaHulumeni	0	0
yongoti	0	1
bezilimi,	0	1
ngokuhumusha	0	0
imibhalo	1	0
ebhalwe	0	0
ngolunye	0	0
ulimi	0	0
olwamukelekile.	1	0

Iyihumushela	1	0
kwezinye	0	0
izilimi	0	0
ezamukelekile	1	1
ngokomthetho.	1	1

Ekwenzeni	0	0
uhlelo	0	1
lwakho	1	0
lonyaka,	0	0
ungabhekelela	1	0
lokhu	0	0
okulandelayo.	0	0

Izinsuku	0	0
lapho	0	0
umasipala	1	1
ezobe	0	0
ebambe	0	0
ngazo	0	0
izingxoxo	0	0
zokubonisana	1	0
ongathanda	0	0
ukubamba	0	0
iqhaza	1	0
kuzo.	1	0

Njengohlelo	0	0
lokuthuthukisa	0	0
okuhlanganisayo,	1	0
kanye	0	0
nokuhanjiswa	0	0
kwezimali,	0	0
izindaba	1	0
zomphakathi	0	0
ezisemqoka.	1	1

Yini	0	1
okungenziwa	1	0
yikomiti	0	0
lewadi	0	0
ukusiza?	1	0

Kumele	0	0
ukwenze	1	0
nini	0	1
lokhu?	0	0

Iphoyisa	0	0
kumele	0	0
limazise	0	0
futhi	0	0
limchazele	1	0
wonke	0	0
la	0	0
malungelo	1	0
lowo	0	0
muntu	0	0
oboshwayo.	1	1

Malenze	0	0
nesiqinisekiso	1	0
sokuthi	0	0
uyawaqondisisa	1	1
ngokwesigaba	0	0
samashumi	0	0
amathathu	0	0
nanhlanu	1	0
soMthethosisekelo.	0	0

Lapho	0	0
kungunobhala	1	0
womholi	0	0
wendabuko	0	0
noma	0	0
omunye	0	0
umholi	1	0
womphakathi	0	0
ogunyazwe	0	1
umholi	0	0
wendabuko,	0	0
kuyadingeka	0	0
ukuthi	0	0
kube	0	0
nencwadi	0	0
yokuncoma	0	0
ebhalwe	0	0
ngumholi	0	0
wendabuko,	0	0
ukuthi	0	0
iphelezele	1	0
isicelo.	0	0

Umuntu	0	0
ocelayo	1	0
kufanele	0	0
asho	0	0
ukuthi	0	0
ufuna	0	0
ikhophi	1	0
yerekhodi	0	1
yini	0	0
noma	0	0
ufuna	0	0
ukuza	0	0
azolibheka	1	0
ehhovisi	0	0
lesikhungo	0	0
somphakathi.	1	0

Geza	0	0
izandla	0	0
zakho	0	0
emanzini	1	0
abilayo	0	0
noma	0	0
elashiwe,	0	0
emva	0	0
kokusebenzisa	1	0
indlu	0	1
yangasese	0	1
nangaphambi	0	0
kokuthinta	0	0
ukudla.	0	0

Ungqongqoshe	1	1
engaqokela	0	0
ukusebenza	1	0
kwalo	0	0
Mthetho,	0	0
noma	0	0
izigaba	1	0
ezithile	0	0
zawo	0	0
kuyo	0	0
yonke	0	0
iNingizimu	0	0
Afrika.	0	0

Noma	0	0
ezindaweni	1	0
ezithile	0	1
kuphela,	1	1
ukuba	0	0
ziqondane	0	0
nomuntu	0	0
othile.	0	0

Lowo	0	0
muntu	0	0
abe	0	0
onogqozi	1	1
noma	0	0
onolwazi	0	1
oluthile	0	0
ngenyama	1	0
noma	0	0
ngokuphepha	1	0
kwaleyo	0	0
nyama.	0	0

USenzo	0	0
uvela	0	0
esigcawini	1	1
sokuqala	0	1
nje	0	0
enkundleni	1	0
yokuqala	0	0
abonakale	0	0
ethanda	0	0
uNozi	0	0
futhi	0	0
efuna	0	0
ukushada	0	0
naye.	0	0

Ngokucacile,	1	1
inkosikazi	0	0
eshade	0	0
ngosiko	0	0
lwasentshona	1	0
nezingane	0	0
zilahlekelwa	1	0
yisikhundla	0	0
esingcono.	0	0

Zakleliswa	0	0
ngokulinganayo	1	1
nonkosikazi	0	0
nezingane	0	0
ezilahlwe	1	0
ngenxa	0	0
yomshado	0	0
wesintu.	1	0

Cha	0	0
nembala	0	0
igane	0	1
esokeni	1	1
mfo	0	0
kaLabase,	0	0
nami	0	0
nakanjani	0	0
ngizokuvakashela	1	0
kule	0	0
mpelasonto	0	0
ngizobona	0	0
lophuma	0	0
langa	0	0
sikothe	0	0
wentombi.	1	0

Khuluma	0	0
nomuntu	0	0
osendaweni	1	1
eyodwa	0	1
naye,	0	1
kube	0	0
khona	0	0
inani	0	0
elingangamagxathu	1	0
ezinyawo	0	0
ezintathu	0	0
noma	0	0
ezinhlanu	1	0
uma	0	0
ukhuluma.	0	0

Hlamba	0	0
izandla	1	0
ngemuva	0	0
kokuqala	1	1
ukulungisela	0	0
ukupheka	1	0
ukudla.	0	0

Nangaphambi	0	0
kokuphazamiseka,	1	0
okungaba	0	0
ukushintsha	1	0
noma	0	0
ukuhlamba	0	0
ingane,	0	1
ukusebenzisa	0	0
ithoyilethi.	1	0

Bheka	0	0
ngoba	0	0
baze	0	0
balikhipha	1	0
ngesihloko	0	1
elithi	1	0
le	0	0
ndawo	0	0
bazoyithatha	1	0
noma	0	0
kanjani.	0	0

Gcizelela	1	0
futhi	0	0
ukuthi	0	0
abantu	1	0
bangesabi	0	1
ukubuza	0	0
imibuzo.	1	0

Inani	0	0
eliphelele	0	0
lentela	1	0
kunyaka	0	0
ogcwele,	0	0
ususe	0	0
intela	0	0
ekhokhelwa	1	0
abasebenzi	0	0
ekhokhelwe	1	1
unyaka	0	0
ogcwele.	0	0

Ususe	0	0
umkhawulo	1	0
ovunyelwe	0	0
wezimali	1	0
zentela	0	0
yangaphandle	1	1
yonyaka	0	0
ogcwele,	0	0
kususwe	0	0
inani	0	0
elikhokhiwe	0	0
lesikhathi	0	0
sokuqala	1	0
sonyaka.	0	0

Qinisekisa	1	0
ukuthi	0	0
unegunya	1	1
lokwenza	0	0
lokhu	0	0
bese	0	0
ubhala	0	0
isikhundla	1	0
sakho	0	0
ngaphakathi	0	0
enhlanganweni.	1	0

UShaka	0	1
usebenzisa	1	0
umkhonto	0	0
ophonswayo	0	0
njengesikhali	1	0
sokugwaza	0	0
eduze	0	0
kwesitha,	0	1
kunokuba	1	0
ame	0	0
kude	0	0
naso.	0	0

UNgqongqoshe	1	0
kanye	0	0
nomphathi	0	0
hhovisi	0	0
wakwahulumeni	1	0
ogunyaziwe	0	1
nguNgqongqoshe.	1	0

Uma	0	0
ethola	0	0
isicelo	1	0
esibhalwe	0	0
phansi	0	0
somuntu	0	0
ogunyaziwe	1	0
ngaphansi	0	0
kwesigatshana	0	1
sesine,	0	0
angawaqeda	0	0
amandla	0	0
alowo	0	0
muntu	0	0
okushadisa	0	0
ngokubhala	1	0
phansi.	0	0

Makube	0	0
maqondana	1	0
nokuthi	0	0
ahlanganise	1	0
ubudlelwano	0	0
bezakhamuzi	0	0
ngaphansi	1	0
kwalesi	0	0
Sahluko.	0	1

Phela	0	0
uma	0	0
ngizwa	0	0
iphunga	1	0
lenyama	0	0
ngikhumbula	1	0
leziya	0	0
zinsuku	0	0
uMaZondi	0	1
asasebenza	1	0
lapha.	0	0

Uzokwazi	1	0
ukuhlela	1	0
kangcono.	0	1

Ubambe	0	0
iqhaza	0	0
ngokuyimpumelelo	0	0
ezingxoxweni	1	0
eziphathelene	0	0
nenqubomgomo	1	0
yomkhandlu	0	1
kanye	0	0
nezinhlelo	0	0
noma	0	0
imisebenzi.	1	0

Uzoba	0	0
wazi	0	0
kabanzi	1	1
ngomphakathi	0	0
wakho	0	0
ukwedlula	1	0
wonke	0	0
umuntu.	1	0

Selokhu	0	0
uqalile	1	0
lo	0	1
nyaka	0	1
isonto	0	0
liphuma	0	0
ligamenxe	1	0
ihora	0	0
lesibili	1	0
kuya	0	0
ehoreni	0	0
lesithathu.	0	0

Gcwalisa	1	1
ifomu	0	0
lokufaka	0	0
isicelo	1	0
ehhovisi	0	0
labaphethe	0	0
izimoto	0	0
ezihamba	1	0
emgwaqweni	0	0
eliseduze	0	0
nawe.	0	0

Yayixoxwa	0	0
ngubani	1	1
pho	0	1
ngoba	0	0
wayehamba	0	0
eyihlobisa	1	0
ngamahlaya	0	1
bafe	0	0
yinsini.	1	0

Khumbuza	0	0
iqembu	1	0
ukuthi	0	0
isijobelelo	0	0
isithupha	0	0
singabanika	1	0
ulwazi	0	0
olufingqiwe	0	1
ngokhetho	0	0
nezinqubo	1	0
zokuvota.	0	0

UPhumla	0	0
wathi	0	0
engena	1	0
nje	0	0
wayetshela	0	0
umngani	1	0
wakhe	0	0
ukuthi	0	0
kunendaba	0	0
emnandi	0	1
azomxoxela	0	0
yona.	0	0

Waklewula	0	0
umkakhe	1	1
ebona	0	0
ingane	0	0
yabantu	0	0
indiza	0	0
emoyeni	1	0
ibuya	0	0
ithanqazeka	0	0
phansi	1	0
etiyeleni.	0	0

Phuza	0	0
uhlobo	0	0
olulodwa	1	0
lotshwala	0	1
ngesikhathi	0	0
ungaphuzi	1	0
bese	0	0
ushayela	0	0
noma	0	0
uhambe	0	0
egwaqweni.	1	0

Kwathi	0	0
lapho	0	0
umama	1	0
eqhaqha	0	0
isipho	0	0
engasiphiwa	1	0
kubaba	0	0
wakho	0	0
bajabula	0	0
bonke	0	1
endlini.	0	0

Ungabachaza	1	0
kanjani	0	0
abantu	0	0
beqembu	1	0
ogxile	0	1
kulo	0	0
ngokwalo	0	0
mklamo.	1	0

Wayeseyophuma	1	0
ngesango	0	1
uZongile	0	0
ngesikhathi	1	0
uMaqhinga	0	0
egijima	0	0
enzansi	0	0
kwesibaya	0	0
emjaha.	1	0

Sizolokhu	0	0
sibheka	0	0
amanye	0	0
amathuba	1	0
esingaxhasa	0	0
ngawo	0	0
imifelandawonye.	1	1

Manje	0	0
xoxani	1	0
ngokuthi	0	0
bekunjani	0	0
ngesikhathi	0	0
abantwana	1	0
bedonsa	0	0
umoya	0	0
ungena	0	0
emaphashini	1	0
abo.	0	1

Labo	0	0
abafaka	0	0
izicelo	1	0
komele	0	0
bazazise	0	0
ukuthi	0	0
bahlobene	1	1
kanjani	0	1
kweminye	0	0
imikhakha.	1	0

Isikhalo	1	0
noma	0	0
impikiswano	0	0
ingaxazululwa	1	0
ngendlela	0	1
efanele	0	1
uma	0	0
amaqembu	1	0
omabili	0	0
avuma	0	0
ukuxoxisana.	0	0

Umuntu	0	0
noma	0	0
umkhwenyana	1	0
noma	0	0
umkakhe	0	0
obhala	0	0
incwadi	1	0
yefa	0	1
noma	0	0
ingxenye	1	0
yayo	0	0
ebhalela	0	0
uMabiwefa.	0	0

Uma	0	0
kuyisidlo	1	0
nje	0	0
kufanele	0	1
ikhadi	0	0
libe	0	0
nesikhathi	0	0
okuyodliwa	1	0
ngaso	0	0
nokuthi	0	0
umcimbi	1	0
uyophela	0	0
nini.	0	0

Ngangilokhu	0	0
ngibabona	1	0
bengena	0	0
bededelana	1	0
emgqeni	0	0
wokukhipha	0	0
nokufaka	0	0
imali.	1	1

Ngesikhathi	0	0
senza	0	0
uphenyo	1	0
sathola	0	0
ukuthi	0	0
umyeni	1	1
wakhe	0	1
kade	0	0
entshontsha	0	0
amaphilisi	1	0
akhe.	0	0

Ungihlabe	0	0
umxhwele	1	0
lo	0	0
mcabango	1	0
wenu	0	0
wokuqoqela	0	0
abantu	0	1
abadala	1	1
imali.	0	0

Bangaqala	0	0
ukuphuza	1	0
utshwala	0	0
basebenzise	0	0
nezidakamizwa	1	0
ukuzama	0	0
ukuqhelisa	1	0
ingcindezi.	0	1

Indaba	0	0
enje	0	0
ingaveza	1	0
ukujula	0	0
komqondo	1	0
wombhali	0	1
futhi	0	0
abaningi	0	0
bayithatha	0	0
njengeqiniso	1	0
lempela.	0	0

Ukusho	0	0
kwakho	0	0
isimo	1	0
odinga	0	0
ngaso	0	0
irekhodi	0	1
sihambisana	1	0
ke	0	0
nesimo	0	0
elitholakala	1	0
ngaso	0	0
irekhodi.	0	0

Uma	0	0
ungumzali	1	1
uyadinga	0	0
ukuthi	0	0
uxoxe	1	0
nezingane	0	1
zakho	0	1
ngobubi	0	0
botshwala	0	0
nemiphumela	1	0
yabo.	0	0

Ubabomncane	1	0
naye	0	0
wayeyizonde	0	0
kabi	0	0
imidlalo	1	0
yemali	0	0
efana	0	0
nawo	0	0
amahhashi	1	1
lana.	0	1

Uyabahlinzeka	1	0
nje	0	0
abashayeli	0	0
bakho	0	0
ngamagilavu	1	0
enjoloba	0	0
ukuze	0	0
bawagqoke	1	0
lapho	0	0
besiza	0	0
olimele	0	0
na?	0	1

Thenga	0	0
imifino	1	0
nezithelo	0	0
okugcinwe	0	1
emthunzini	1	1
ngoba	0	0
ilanga	0	0
liqeda	0	0
umsoco	1	0
omningi	0	0
obalulekile.	0	0

Linda	0	0
okungenani	1	0
izinsuku	0	0
eziyishumi	1	0
ukuthi	0	0
ihhovisi	0	1
legatsha	0	0
lendawo	0	0
libhekane	1	0
nesicelo	0	0
sakho.	0	0

Kunemihlomulo	0	0
eminingi	1	0
ngokwethula	0	0
izifundo	0	0
lapho	0	0
kusetshenziswa	1	0
uhlelo	0	0
lwe	0	0
inthanethi.	1	1

Zagonana	0	1
izintokazi	1	0
kuyilokhu	0	0
zagcinana	0	0
mzukwane	1	0
zithweswa	0	0
iziqu	0	0
ehholo	0	0
laseBhekuzulu.	0	0

Amagama	0	0
amasha	1	0
kudingeka	0	0
ukuba	0	0
ade	0	0
esetshenziswa	0	0
ephindelela	1	0
aze	0	0
agxile	0	1
emiqondweni	0	0
yabafundi.	0	0

Leso	0	0
sicelo	0	0
siyokwenziwa	0	0
emkhandlwini	1	0
kuleyo	0	1
ndawo	0	1
lapho	0	0
kuqhutshwa	1	0
khona	0	0
isenzo	0	0
esisohlwini.	1	0

Habe	0	1
ngithini	1	0
nje	0	0
ngempela.	0	0

Sizoyaphi?	1	1

Ingani	0	1
nogogo	0	0
ozala	1	0
umama	0	0
akasekho	0	0
nje!	0	0

Umgcinisihlalo	1	1
walayela	0	0
ukuthi	0	0
ummangalelwa	1	1
ahlale	0	0
phansi	0	0
wase	0	0
ecela	0	0
ukuthi	0	0
ummangali	0	1
asukume.	0	0

Dwebela	0	0
lona	0	1
wesifazane	0	1
isithombe	0	0
sokudla	0	0
okunempilo	1	0
okungamsiza	0	0
ekutheni	0	0
anciphe	0	0
emzimbeni.	0	0

Baqhubeka	0	0
njalo	0	0
bazixoxela	1	0
bobabili	0	0
beluka	0	0
iqhinga	1	0
abafanele	0	0
balenze	0	0
ukulwa	0	0
nalesi	0	1
sifo.	1	1

Layibuka	0	0
iphoyisa	1	0
lansondo	0	1
qede	0	0
layidlulisela	1	0
kuzakwabo	0	0
omi	0	0
emva	0	0
kwekhamera.	1	1

Wasidumela	0	0
uThula	1	0
wasixhuma	0	1
emlonyeni	1	0
waphuza	0	0
ebheke	0	0
phezulu.	1	0

UNyoka	0	1
useyangixosha	1	0
manje.	0	0

Usenele	0	0
wafeza	0	0
izinhloso	1	0
zakhe	0	0
ngomzimba	1	1
wami	0	1
usefuna	1	0
ukungilaxaza.	0	0

Chaza	0	0
la	0	0
magama	0	0
anqala	0	0
ngokuqala	1	0
unike	0	0
eyakho	0	0
incazelo	1	0
ngaphambi	0	1
kokufuna	0	0
lena	0	0
yesichazimazwi.	1	0

Ngizonxusa	0	0
umphakathi	1	0
wakithi	0	0
ukuba	0	0
ubhukule	1	0
ubhekane	0	0
ngqo	0	1
nokwanda	0	0
kwaleli	1	0
gciwane.	0	0

Engxoxweni	1	0
yabo	0	0
uGule	0	1
uphetha	0	0
ngokuthi	0	0
uzofika	1	0
ntambana	0	0
kwaShange	1	0
bazokhuluma	0	0
le	0	0
ndaba.	0	0

Kodwa	0	0
loku	0	0
akuzange	0	0
kube	0	0
ukwenziwa	1	0
jikelele	0	1
kanye	0	0
nejubane	1	0
lokuguquka	0	0
okumele	0	0
likhushulwe.	1	0

Hlamba	0	0
izandla	1	0
zakho	0	0
ngemuva	0	0
kokuthinta	0	0
indle	0	0
noma	0	0
kokuchama,	1	0
ngaphambi	0	1
kokulungisa	0	0
ukudla.	1	0

Utolika	0	0
oqeqeshwe	1	0
kahle	0	0
uzokusiza	0	0
kanye	0	0
nesisebenzi	0	0
sikahulumeni	1	0
ukuthi	0	0
sibe	0	0
nolwazi	1	0
olulungile.	0	1

Qiniseka	0	0
ukuthi	0	0
usebenzisa	1	0
usawoti	0	0
omncane	0	1
ekudleni	1	0
kwakho	0	0
ngoba	0	0
usawoti	0	0
omningi	1	1
awulungile.	0	0

Ukubhala	1	0
njalo	0	0
nje	0	0
esebenzisa	0	0
amagama	1	0
ngendlela	0	0
efanele	0	0
aqaphele	0	0
ukupelwa	1	0
kwamagama	0	1
amasha.	0	1

Ngenkathi	0	0
esho	0	0
imigqa	1	0
yakhe	0	0
yokugcina	1	0
izwi	0	0
lakhe	0	0
beseliqale	0	0
ukuba	0	0
buthakathaka	0	1
futhi	0	0
lihoshozela.	1	0

Khetha	0	0
abantu	0	0
ezikhundleni	1	0
kumele	0	0
ube	0	0
noNobhala	1	1
ubone	0	0
ukuthi	0	0
mhlawumbe	1	0
uyamdinga	0	0
nosikhwama.	0	0

Bageze	0	0
izitshalo	1	0
nezithelo	0	0
ngamanzi	1	0
ahlanzekile	0	1
ngaphambi	0	1
kokuzisebenzisa.	1	0

Ngubani	0	1
ongamxazululela	1	0
le	0	0
nkinga	0	0
bakithi.	1	0

Ahambahambe	1	0
lapha	0	0
egcekeni	1	0
aze	0	0
ayokuma	0	0
ngasesibayeni.	1	1

Wayesachiphiza	0	0
kanjalo	0	0
uZongile	0	0
ngezikhathi	1	0
uZonke	0	0
eqhuba	0	0
inkulumo	1	0
yakhe	0	0
eyayidle	0	1
ngokunqamulela.	1	0

Ungamchaza	1	0
uthi	0	0
hlobo	0	1
luni	0	1
lo	0	1
muntu	0	1
lolu	0	0
uma	0	0
umbheka	1	0
iqala	0	0
indaba	0	0
ize	0	0
iyofika	1	0
ekugcineni?	0	0

Ngiyaqhubeka	0	0
nokugijima	1	1
ngoba	0	0
ngethemba	1	0
ukuthi	0	0
kuzoba	0	0
ngcono	0	0
uma	0	0
sengijwayele.	1	0

Sibangwa	0	0
igciwane	1	1
elincane	0	1
elingabonakali	1	0
elibizwa	0	0
ngokuthi	0	0
igciwane	0	0
elibanga	1	0
izifo.	0	0

Ongqongqoshe	1	0
ngamunye	0	0
bazonikeza	0	0
ulwazi	1	0
oluthe	0	1
xaxa	0	1
uma	0	0
sebethula	0	0
izinkulumo	1	0
zabo	0	0
zesabelomali.	0	0

Bheka	0	0
umoya	0	0
emasondweni	1	0
akho	0	0
nsuku	1	0
zonke	0	0
ngesonto	0	0
lokuqala	1	1
ufake	0	0
amasondo	0	0
amasha.	0	1

Kudingekile	1	1
futhi	0	0
ukuthi	0	0
kube	0	0
nesigcawu	0	0
sabanikazi	1	0
bezakhiwo	0	0
ukuze	0	0
kube	0	0
nokusebenzela	1	0
obala.	0	0

Ukusho	0	0
akucabangayo	1	0
ngezindlela	0	1
ezilula	0	1
uma	0	0
enikezwe	0	0
isiqeshana	1	0
ukuthi	0	0
akhulume	0	0
ngaso.	1	0

Kumele	0	0
wazi	0	0
ukuthi	0	0
ngiyeke	1	1
ngamabomu	0	1
ukutshela	0	0
uMamba	1	0
ukuthi	0	0
manyala	0	0
mani	0	0
enzeka	0	0
kuleli	0	0
flethi.	1	0

Faka	0	0
phawu	0	0
ibhokisi	1	0
elifanele	0	1
ngo	0	0
X.	1	0

Akengithi	0	0
gqi	1	1
nami	0	0
ngasekhaya	0	0
mngani	1	0
usalindile.	0	0

Kuwumkhuba	0	0
ovamile	1	0
ukuba	0	0
abeluleki	0	1
banikele	1	0
ngehora	0	0
lokuqala	0	0
noma	0	0
amabili	0	0
lapho	0	0
beqala	0	0
umsebenzi.	1	0

Lokhu	0	0
kuyingozi	0	0
ngoba	1	0
izinja	0	1
zingahle	0	0
zigxumele	1	0
endleleni	0	0
ohamba	0	0
kuyona	0	0
bese	0	0
kudaleka	0	0
ingozi.	1	0

Wayegqugquzela	1	0
ukuba	0	0
ubaba	0	1
angangifuna	1	0
uma	0	0
ethola	0	0
ithuba.	1	0

Yidla	0	0
isobho	1	1
elishubile	0	1
elenziwe	0	0
ngemifino	1	0
nezithelo	0	0
noma	0	0
ukudla	0	0
okuyimeshi	1	0
uma	0	0
kudingekile.	0	0

Lelo	0	0
Goli	0	0
ayeya	0	0
kulo	0	0
babengawuvali	1	0
umlomo	0	0
ngobugcwelegcwele	1	1
balo	0	1
abavela	1	0
khona.	0	0

Abaxoxiswe	0	0
ngomsebenzi	0	0
bangazikhulumela	1	1
ngomlomo	0	1
noma	0	0
babhale	1	0
phansi	0	0
konke	0	0
abafisa	1	0
ukukusho.	0	0

Wahlabeka	0	0
umxhwele	1	0
ngendlela	0	0
uPhenduka	1	1
adlala	0	0
ngayo.	1	0

Umbiko	1	1
obhaliwe	0	1
wamaqhinga	1	0
kumele	0	0
uchaze	0	0
ukuthi	0	0
uyofeza	0	0
izinhloso	1	0
zawo	0	0
ngokwenza	0	0
lokhu	0	0
nalokhu.	0	0

Abadiliva	0	0
iphepha	0	0
nobisi	0	0
kufanele	1	1
bamiswe	0	1
bese	0	0
kuhlinzekelwa	1	0
izilwane	0	0
nemfuyo	1	0
eshiywa	0	0
ekhaya.	0	0

Usizo	0	0
lutholakala	1	0
mahhala	0	0
futhi	0	0
luyotholwa	1	0
yiwo	0	0
wonke	0	0
umuntu	0	0
onenkinga	1	0
echazwe	0	1
ngenhla.	0	1

Abanye	0	0
benu	0	0
bazimisele	1	0
ukuvota	0	1
futhi	0	0
bayazi	0	0
ukuthi	0	0
bazimisele	1	0
ukuvotela	0	0
liphi	0	0
iqembu.	1	0

Ukungayigcwalisi	0	0
lengxenye	1	0
kuyodala	0	0
ukuba	0	0
umholo	1	1
wabasebenzi	0	0
ubalwe	0	0
yileli	0	0
hhovisi.	1	0

Irenti	0	1
ikhokhwa	0	0
ngenyanga	0	0
kukhokhelwa	1	0
inyanga	0	0
elandelayo	1	0
ngosuku	0	0
lweshumi	0	0
lwaleyo	0	0
naleyo	0	0
nyanga.	1	0

Akangayenzi	0	0
inkulumo	1	0
yakhe	0	0
ibe	0	0
yinde	0	1
kakhulu	1	0
kuze	0	0
kuphele	0	0
umdlandla	0	0
kwabalalele.	1	0

Bonke	0	0
othisha	0	0
kanye	0	0
nabanye	0	0
abafundisi	1	0
baneqhaza	1	0
elinqala	0	1
ekuguquleni	0	0
imfundo	1	0
eNingizimu	0	0
Afrika.	0	0

Odokotela	0	1
bathole	0	0
ukuthi	0	0
insangu	1	0
ilimaza	0	0
umzimba	1	0
wakho	0	0
ngendlela	1	0
efanayo	0	0
nokwenza	0	0
ngayo	0	0
ugwayi.	0	0

Mveli,	0	0
s'thandwa,	1	0
uyazi	0	0
mina	0	0
iSoweto	0	0
ngiyibona	1	0
iyingozi	0	0
kithi	0	0
ngoba	0	0
singabantu	0	1
bebhizinisi.	1	1

Yiziphi	0	0
izidingo	1	0
ezingaphakathi	0	0
nesiko	1	0
elidlala	0	0
indima	0	0
lapho	0	0
abaxhasi	0	0
becubungula	1	1
imizwa	0	0
yabo?	0	0

Lwamuthi	0	0
heqe	0	1
uvalo	1	0
uZongile	0	0
uma	0	0
ezwa	0	0
umngani	1	0
wakhe	0	0
ethi	0	0
kuzomele	1	0
abonane	0	0
noPamela.	0	0

Umshayeli	0	1
ojahayo	1	0
uphazamisa	0	0
ukuhamba	0	0
kwezimoto	1	0
futhi	0	0
angase	0	0
abeke	0	0
ezinye	0	0
izimoto	0	0
engozini.	1	0

Wayelapha	0	0
nje	0	0
naye	0	0
wayesanda	1	0
kufika	0	0
njengoba	0	1
wayesedineni,	1	0
ezobuyela	0	0
emsebenzini	1	0
emva	0	0
kwehora.	0	0

Impilo	0	0
yabantu	0	1
abasha	0	1
ingaguquka	1	0
ibe	0	0
nezinkinga	0	0
ngenxa	0	0
yokuphuzwa	1	0
ngendlela	0	0
engafanele	0	0
kotshwala.	1	0

Kwagitshelwa	0	0
ikheshi	1	0
lanyuka	0	0
nabo	0	0
baze	0	0
behla	0	0
esitezi	0	0
sesihlanu.	1	1

Leyo	0	0
nhliziyo	1	0
yayibuye	0	0
idunyazwe	0	0
ngamahlazo	1	1
ayenovalo	0	1
lokuthi	0	0
uyothi	0	0
angafika	0	0
nje	0	0
umkakhe	1	0
awezwe.	0	0

Umphathi	0	1
wehhovisi	0	1
kumele	0	0
abagcwalisele	1	0
ifomu	0	0
bese	0	0
ebanikeza	0	0
ikhophi	0	0
yayo	0	0
iSigaba	0	0
sekhulu	0	0
namashumi	0	0
ayisishiyagalombili	1	0
nantathu.	0	0

Umthelela	0	0
wezemidlalo	0	0
nokungcebeleka	1	0
akugcini	0	0
nje	0	0
kuphela	0	0
kulabo	0	0
abadlalayo	0	1
noma	0	0
abambe	1	1
iqhaza.	1	1

Imali	0	0
yeqolo	1	0
yimali	0	0
eholwa	0	0
ngomama	1	1
nyanga	0	0
zonke	0	1
beyiholela	0	0
abantwana	0	1
abavela	0	0
emindenini	0	0
empofu.	0	1

Ajike	0	0
manje	0	0
ebusweni	1	0
abe	0	0
mnyama	0	1
bhuqe,	1	1
amehlo	0	0
alokoze	0	0
inhlansi	0	0
ebomvu	0	0
wukuthukuthela.	1	0

Kuyogxilwa	1	1
kuqala	0	1
ekusingatheni	1	0
nokulawula	0	0
ukushintsha	0	0
kwesimo	0	0
sezulu.	1	0

Amarekhodi	0	1
aphathelene	1	0
nempilo	0	0
yomceli	0	0
nokuthi	0	0
ocelayo	1	0
uyasizwa	0	0
noma	0	0
ucelelwa	0	0
ngomunye	0	0
umuntu.	0	0

Vama	0	0
ukunikeza	1	0
amanothi	1	0
afingqiwe	0	1
alokho	0	0
obekushiwo.	1	0

Kwaba	0	0
ukungena	1	0
nje	0	0
ekhaya	0	0
zathi	0	0
mbo	0	1
izingane	1	0
zakithi	0	0
zifuna	0	0
ngizixoxele	0	0
ngohambo	1	0
lwami.	0	0

Kusho	0	0
ukuthi	0	0
uLwazi	0	0
lona	0	0
uyisihlahla	1	0
sendlela	0	0
esidliwa	1	1
yiwo	0	1
wonke	0	1
umuntu	1	1
odlulayo.	0	0

Phawula	0	0
ngempi	1	0
yokugcina	0	0
eyabanjwa	1	0
yila	0	1
mabutho?	1	1

Thola	0	0
indawo	0	0
lapho	0	0
ungacasha	1	0
khona	0	0
budebuduze	1	0
nemoto	0	0
kodwa	0	1
ukwazi	0	0
