TOKEN	L1_PRIM	L1_SEC	L2_PRIM	L2_SEC
by	0	0	0	0
die	0	0	0	0
Volksbladfees	1	0	0	1
opgevoer.	0	0	0	0

Hulle	0	0	0	0
is	1	0	1	0
maar	0	0	0	0
so	0	0	0	0
woelig	0	0	0	1
as	0	0	0	0
hulle	0	0	0	0
klein	0	0	0	0
is.	0	0	0	0

Dit	0	0	0	0
is	0	0	0	0
in	0	0	0	0
Zimbabwe	1	0	1	0
ontwerp	0	0	0	1
en	0	0	0	0
getoets	0	0	0	0
en	0	0	0	0
dit	0	0	0	0
werk	0	0	0	1
uitstekend.	0	1	0	0

Hulle	0	0	0	0
tradisionele	0	0	0	0
geloof	0	0	1	0
en	0	0	0	0
waardes	1	0	0	1
is	0	0	0	0
geskud.	0	0	0	0

Maar	0	0	0	0
jou	0	0	0	0
man	0	0	1	0
is	0	0	0	0
medeverantwoordelik	1	0	0	1
vir	0	0	0	0
jul	0	0	0	0
huwelik	0	0	0	0
ongeag	0	0	0	1
sy	0	0	0	0
depressie.	0	0	0	0

Ek	0	0	0	0
dink	0	0	1	0
vandag	0	0	0	0
terug	0	0	0	1
aan	0	0	0	0
my	0	0	0	0
ouma	1	0	0	1
hulle	0	0	0	0
se	0	0	0	0
plaashuis.	0	0	0	0

Jy	0	0	0	0
blaas	0	0	0	0
soentjies	0	0	0	0
verby	0	0	1	0
onbekende	1	0	0	1
beroemdes	0	0	0	0
se	0	0	0	0
wange.	0	0	0	0

Hierdie	0	0	1	0
situasie	0	0	0	0
lei	0	0	0	0
ook	0	0	0	0
tot	0	0	0	0
onnodige	1	0	0	0
verkeersopeenhopings.	0	0	0	0

Atome	0	0	0	1
is	0	0	0	0
die	0	0	0	0
volmaakte	1	0	1	0
voorbeeld	0	0	0	0
van	0	0	0	0
herbenutting.	0	0	0	1

Bel	0	0	1	0
die	0	0	0	0
leier	0	0	0	0
voor	0	0	0	0
elke	1	0	0	1
uitstappie	0	0	0	0
om	0	0	0	0
jou	0	0	0	0
plek	0	0	0	1
te	0	0	0	0
bespreek.	0	0	0	0

Daar	0	0	1	0
is	0	0	0	0
so	0	0	0	0
baie	0	0	0	0
mense	0	0	0	0
wat	0	0	0	0
ek	0	0	0	0
vir	0	0	0	0
verskeie	1	0	0	1
redes	0	0	0	0
admireer.	0	0	0	0

In	0	0	0	1
die	0	0	0	0
praktyk	0	0	0	0
was	0	0	0	0
Engels	0	0	1	0
egter	1	0	0	1
bevoorreg	0	0	0	0
bo	0	0	0	0
Afrikaans.	0	0	0	0

Standaardtale	1	0	1	0
is	0	0	0	0
altyd	0	0	0	1
eksklusief	0	0	0	0
en	0	0	0	0
snobisties.	0	0	0	0

Twaalfuurkop	0	0	0	1
se	0	0	0	0
stap	0	0	0	0
is	0	0	0	0
egter	0	0	0	0
die	0	0	0	0
sjokoladesous	1	0	1	0
oor	0	0	0	0
die	0	0	0	0
roomys.	0	0	0	0

Naspers	0	0	1	0
verkry	0	0	0	0
beheer	1	0	0	0
oor	0	0	0	0
MultiChoice	0	0	0	1
en	0	0	0	0
Web.	0	0	0	1

Hou	0	0	1	0
aan	0	0	0	0
oefen	0	0	0	1
en	0	0	0	0
werk	1	0	0	1
aan	0	0	0	0
jou	0	0	0	0
uithouvermoë.	0	0	0	0

Die	0	0	0	0
rivier	1	0	1	0
het	0	0	0	0
afgekom	0	0	0	1
en	0	0	0	0
onder	0	0	0	0
die	0	0	0	0
brug	0	0	0	1
gedreun.	0	0	0	1

Die	0	0	0	0
slangetjies	0	0	1	0
leef	0	0	0	0
uitsluitlik	1	0	0	1
van	0	0	0	0
landslakke.	0	0	0	1

Nee,	1	0	1	0
eintlik	0	0	0	1
is	0	0	0	0
skryf	0	0	0	0
vir	0	0	0	0
my	0	0	0	0
baie	0	1	0	1
soos	0	0	0	0
sing.	0	0	0	0

Haar	0	0	0	0
kleinkinders	1	0	1	0
is	0	0	0	0
bewus	0	0	0	1
van	0	0	0	0
haar	0	0	0	0
gewildheid.	0	0	0	1

Dit	0	0	0	0
skyn	1	0	1	0
vir	0	0	0	0
my	0	0	0	0
dat	0	0	0	0
die	0	0	0	0
mense	0	0	0	0
van	0	0	0	0
Touwsrivier	0	1	0	1
uitgebuit	0	0	0	0
word.	0	0	0	0

Later	0	0	1	0
sou	0	0	0	0
hy	0	0	0	0
weet	1	0	0	1
dat	0	0	0	0
dit	0	0	0	0
tango	0	0	0	0
musiek	0	0	0	0
was.	0	0	0	0

Ons	0	0	1	0
is	0	0	0	0
alleen	0	0	0	0
aan	0	0	0	0
daardie	1	0	0	0
raad	0	0	0	0
uitgelewer.	0	0	0	0

Jakob	0	0	1	0
het	0	0	0	0
blykbaar	0	0	0	1
nie	0	0	0	0
baie	1	0	0	1
vertroue	0	0	0	0
in	0	0	0	0
hulle	0	0	0	0
nie.	0	0	0	0

Die	0	0	0	0
kwaai	1	0	1	0
ou	0	0	0	0
met	0	0	0	0
sy	0	0	0	0
swart	0	1	0	1
hemp.	0	0	0	0

Ook	0	0	1	0
dit	1	0	0	1
het	0	0	0	0
twee	0	0	0	0
jaar	0	0	0	0
laas	0	0	0	0
gesneuwel.	0	0	0	0

Die	0	0	0	0
armes,	0	0	1	0
die	0	0	0	0
verminktes,	0	0	0	1
die	0	0	0	0
kreupeles	1	0	0	1
en	0	0	0	0
die	0	0	0	0
blindes.	0	0	0	1

Die	0	0	0	0
grootste	1	0	1	0
vorm	0	0	0	0
van	0	0	0	0
skuld	0	0	0	1
is	0	0	0	0
huislenings.	0	0	0	0

En	0	0	0	0
as	1	0	0	0
jou	0	0	0	0
oog	0	0	0	0
jou	0	0	0	0
laat	0	0	0	0
struikel	0	0	0	1
pluk	0	0	1	0
dit	0	0	0	0
uit.	0	0	0	1

Twee	1	0	1	0
uitsmyters	0	0	0	1
wat	0	0	0	0
daar	0	0	0	0
verbygestap	0	0	0	1
het,	0	0	0	0
het	0	0	0	0
die	0	0	0	0
geveg	0	0	0	1
stopgesit.	0	0	0	0

Buiten	1	0	1	0
dit	0	0	0	0
glo	0	0	0	0
ek	0	0	0	0
dat	0	0	0	0
jou	0	0	0	0
liggaam	0	0	0	0
roetine	0	1	0	0
nodig	0	0	0	0
het.	0	0	0	0

Hy	0	0	0	0
lui	0	0	0	0
die	0	0	0	0
klokkie	0	0	0	0
en	0	0	0	0
kyk	0	0	1	0
in	0	0	0	0
die	0	0	0	0
gang	1	0	0	1
af.	0	0	0	0

Laatmiddag	1	0	0	1
kom	0	0	0	0
die	0	0	0	0
Boeiing	0	1	1	0
oor	0	0	0	0
van	0	0	0	0
Kaapstad	0	1	0	1
na	0	0	0	0
Johannesburg.	0	1	0	0

Ek,	0	1	1	0
Sondagskoolonnie	1	0	0	1
het	0	0	0	0
aanklank	0	0	0	1
by	0	0	0	0
haar	0	0	0	0
gevind.	0	0	0	0

Jutge	0	0	1	0
het	0	0	0	0
die	0	0	0	0
doelskop	1	0	0	1
gekanselleer	0	0	0	0
en	0	0	0	0
Percy	0	0	0	0
moes	0	0	0	0
oorskop.	0	0	0	0

Die	0	0	0	0
land	0	0	1	0
was	0	0	0	0
my	0	0	0	0
tuiste	0	0	0	1
vir	0	0	0	0
die	0	0	0	0
afgelope	0	0	0	0
twee	1	0	0	1
jaar.	0	0	0	0

Natuurlik	0	0	1	0
word	0	0	0	0
hierdie	0	0	0	0
veeposte	1	0	0	1
toe	0	0	0	0
bebou.	0	0	0	0

Die	0	0	0	0
onderwerp	0	1	1	0
verdien	0	0	0	0
dus	0	0	0	0
wetenskaplike	1	0	0	0
evaluering	0	0	0	0
en	0	0	0	0
kennisuitruiling.	0	0	0	0

Dit	0	0	0	0
sal	0	0	0	0
gratis	1	0	1	0
aan	0	0	0	0
u	0	0	0	0
gestuur	0	1	0	1
word	0	0	0	0
op	0	0	0	0
u	0	0	0	0
versoek.	0	0	0	0

Jy	0	0	0	0
bepaal	0	0	1	0
dus	0	0	0	0
self	1	0	0	1
watter	0	0	0	0
gevolge	0	1	0	0
jy	0	0	0	0
wil	0	0	0	0
dra.	0	0	0	0

Van	0	0	0	0
toe	1	0	1	0
af	0	0	0	0
was	0	0	0	0
daar	0	0	0	0
geen	0	1	0	1
keer	0	0	0	0
aan	0	0	0	0
hom	0	0	0	1
nie.	0	0	0	0

Vra	0	1	1	0
eerder:	0	0	0	0
Hoe	0	0	0	1
kan	0	0	0	0
ek	0	0	0	0
die	0	0	0	0
probleemgedrag	0	1	0	1
konkreet	1	0	0	1
definieer?	0	0	0	0

Hoe	0	0	0	0
groot	1	0	1	0
die	0	0	0	0
opposisie	0	0	0	1
en	0	0	0	0
gevare	0	0	0	0
ook	0	0	0	0
al	0	0	0	0
mag	0	0	0	0
wees.	0	0	0	0

Die	0	0	0	0
visie	0	0	1	0
raak	0	0	0	0
'n	0	0	0	0
soort	0	0	0	0
fokuspunt	1	0	0	1
waarop	0	0	0	1
jy	0	0	0	0
afstuur.	0	0	0	0

So	0	1	1	0
het	0	0	0	0
daar	0	0	0	0
'n	0	0	0	0
nuwe	1	0	0	0
styl	0	0	0	1
ontstaan.	0	0	0	0

Meeste	0	0	1	0
van	0	0	0	0
die	0	0	0	0
kleingoed	0	0	0	1
het	0	0	0	0
ook	0	0	0	0
sommer	0	0	0	0
gou	1	0	0	0
afgesterf.	0	0	0	0

So	1	0	1	0
het	0	0	0	0
God	0	0	0	0
ontvang	0	0	0	0
wat	0	0	0	0
Hy	0	0	0	0
mog	0	0	0	1
eis	0	0	0	0
gemeente.	0	0	0	0

Vir	0	0	0	0
seker	0	1	0	1
gaan	0	0	0	0
Leipzig	0	0	0	0
vir	0	0	0	0
twee	0	0	0	0
dae	0	0	0	0
behoorlik	1	0	1	0
oor	0	0	0	0
Afrikaans	0	0	0	0
gons.	0	0	0	0

Vir	0	0	0	0
debiteure:	1	0	0	0
Kwotasies,	0	0	1	0
fakture	0	0	0	1
en	0	0	0	0
kredietnotas	0	0	0	0

Die	0	0	0	0
vierwielaangedrewe	0	0	0	1
voertuig	0	0	0	0
draai	0	0	0	0
af	0	0	1	0
op	0	0	0	1
_n	0	0	0	0
erg	1	0	0	1
verspoelde	0	0	0	0
grondpad.	0	0	0	0

As	0	0	1	0
ek	0	0	0	1
oor	0	0	0	0
selfbeskikking	1	0	0	1
praat	0	0	0	0
hoor	0	0	0	0
hulle	0	0	0	0
rassisme	0	0	0	1
en	0	0	0	0
apartheid.	0	0	0	1

Dis	0	0	0	0
blykbaar	0	0	1	0
nodig	0	0	0	1
om	0	0	0	0
jouself	0	0	0	0
steeds	1	0	0	1
weer	0	0	0	0
daartoe	0	0	0	0
op	0	0	0	0
te	0	0	0	0
wek.	0	0	0	0

Gebed	0	0	1	0
van	0	0	0	0
hierdie	0	0	0	0
aard	0	0	0	1
lei	0	0	0	0
altyd	1	0	0	1
tot	0	0	0	0
reaksie.	0	0	0	0

Dan	0	0	1	0
sien	0	0	0	0
ek	0	0	0	0
die	0	0	0	0
geamuseerde	1	0	0	1
trek	0	0	0	1
om	0	0	0	0
sy	0	0	0	0
mond.	0	0	0	0

Die	0	0	0	0
rewolusionêre	0	0	1	0
aktiewe	0	0	0	0
bestanddeel	0	1	0	1
beheer	0	0	0	0
vlieë	1	0	0	1
met	0	0	0	0
'n	0	0	0	0
lang	0	1	0	0
nawerking.	0	0	0	0

Maak	0	0	1	0
seker	0	0	0	0
dat	0	0	0	0
al	1	0	0	1
die	0	0	0	0
beentjies	0	0	0	1
uit	0	0	0	0
die	0	0	0	0
vleis	0	0	0	1
verwyder	0	0	0	0
is.	0	0	0	0

Jou	0	0	0	0
digitale	1	0	0	1
kamera	0	0	0	1
het	0	0	0	0
allerhande	0	1	1	0
knoppies.	0	0	0	0

Nou	1	0	1	0
is	0	0	0	0
die	0	0	0	0
tyd	0	0	0	1
vir	0	0	0	0
reguit	0	0	0	1
praat.	0	0	0	0

Die	0	0	0	0
kop	0	0	1	0
en	0	0	0	0
nek	0	0	0	1
moet	0	0	0	0
in	0	0	0	0
'n	0	0	0	0
natuurlike	1	0	0	1
posisie	0	0	0	0
wees.	0	0	0	0

Daar	0	0	0	1
sal	0	0	0	0
ook	0	0	0	0
'n	0	0	0	0
paneelbespreking	1	0	1	0
wees.	0	0	0	0

Daar	0	0	0	1
is	0	0	0	0
dus	0	0	0	0
iets	0	0	1	0
vir	0	0	0	0
elke	1	0	0	1
smaak.	0	0	0	0

Freud	0	0	1	0
se	0	0	0	0
verhaal	0	0	0	1
is	0	0	0	0
normatief	0	0	0	1
vir	0	0	0	0
die	0	0	0	0
ganse	1	0	0	1
moderne	0	0	0	0
era.	0	0	0	0

Die	0	0	0	0
effek	0	0	0	1
is	0	0	0	0
dus	0	0	0	0
glad	1	0	1	0
nie	0	0	0	0
wat	0	0	0	0
hy	0	0	0	0
wou	0	0	0	0
hê	0	0	0	0
nie.	0	0	0	0

Nederland	0	0	1	0
het	0	0	0	0
ons	0	0	0	0
besonder	1	0	0	1
na	0	0	0	1
aan	0	0	0	0
die	0	0	0	0
hart	0	0	0	0
gelê.	0	0	0	0

Gebruik	0	0	1	0
jou	0	0	0	0
zoemlens	1	0	0	1
veral	0	0	0	0
wanneer	0	0	0	0
jy	0	0	0	0
portretfotos	0	0	0	1
neem.	0	0	0	0

Daar	0	0	0	0
was	0	0	0	0
selfs	1	0	1	0
ruimte	0	0	0	1
vir	0	0	0	0
luukshede.	0	0	0	0

Met	0	0	0	0
Leon	0	0	0	1
Rousseau	0	0	0	1
het	0	0	0	0
ek	0	0	0	0
eintlik	0	0	1	0
net	0	0	0	0
verskil	0	0	0	1
oor	0	0	0	0
illustrasies.	1	0	0	0

Dis	0	0	0	0
belangrik	0	0	0	1
dat	0	0	0	0
jy	0	0	0	0
vrae	1	0	1	0
vra	0	0	0	0
oor	0	0	0	0
die	0	0	0	0
storie.	0	0	0	0

As	0	0	0	0
my	0	0	0	0
oë	0	0	0	0
toe	0	0	0	0
is	0	0	0	0
kan	0	0	0	0
almal	1	0	1	0
maak	0	0	0	1
of	0	0	0	0
ek	0	0	0	0
slaap	0	0	0	0

Al	0	0	1	0
wat	0	0	0	0
regtig	0	0	0	0
saakmaak	0	0	0	1
is	0	0	0	0
die	0	0	0	0
innerlike	1	0	0	1
van	0	0	0	0
die	0	0	0	0
individu.	0	0	0	0

Eintlik	0	0	1	0
is	0	0	0	0
artikel	0	0	0	0
bedoel	0	0	0	0
om	0	0	0	0
heel	1	0	0	0
prakties	0	0	0	0
te	0	0	0	0
funksioneer.	0	0	0	0

Hulle	0	0	0	0
ly	0	0	0	0
aan	0	0	0	0
werkstres,	1	0	0	1
ontnugtering	0	1	0	1
en	0	0	0	0
algemene	0	1	1	0
disillusion.	0	0	0	0

Ek	0	0	0	1
is	0	0	0	0
summier	1	0	1	0
gevra	0	0	0	0
om	0	0	0	0
die	0	0	0	0
kerk	0	0	0	1
te	0	0	0	0
verlaat.	0	0	0	0

Hy	0	0	0	1
hoef	0	0	0	0
nie	0	0	0	0
eers	0	0	0	0
meer	0	0	0	0
pype	1	0	0	1
of	0	0	0	0
passtukke	0	1	1	0
te	0	0	0	0
hê	0	0	0	0
nie.	0	0	0	0

So	0	0	0	1
het	0	0	0	0
die	0	0	0	0
volk	0	0	0	0
Israel	1	0	1	0
Hom	0	0	0	0
meer	0	0	0	0
as	0	0	0	0
een	0	0	0	0
keer	0	0	0	0
beskou.	0	0	0	0

Ongelukkig	0	0	1	0
is	0	0	0	0
ons	0	0	0	0
rasseprobleem	0	0	0	0
een	0	0	0	1
van	0	0	0	0
hier	1	0	0	1
en	0	0	0	0
nou.	0	0	0	1

Hulle	0	0	1	0
was	0	0	0	0
aan	0	0	0	0
die	0	0	0	0
gang	1	0	0	1
met	0	0	0	0
hierdie	0	0	0	0
dinge.	0	0	0	0

Ons	0	0	0	0
stoot	0	0	0	0
die	0	0	0	0
Rocky	0	0	1	0
en	0	0	0	0
uiteindelik	1	0	0	1
is	0	0	0	0
hy	0	0	0	0
bo.	0	0	0	0

Die	0	0	0	0
ware	1	0	1	0
ding	0	0	0	1
maak	0	0	0	0
die	0	0	0	0
skaduwee.	0	0	0	0

Moenie	0	0	0	1
pluk	0	0	1	0
wanneer	0	0	0	0
die	0	0	0	0
katoen	1	0	0	1
nog	0	0	0	0
nat	0	0	0	0
gedou	0	0	0	0
is	0	0	0	0
nie.	0	0	0	0

Wat	0	0	1	0
'n	0	0	0	0
droewige	1	0	0	1
situasie	0	0	0	0
in	0	0	0	0
Jakob	0	1	0	1
se	0	0	0	0
gesin.	0	0	0	0

Nee,	0	1	1	0
omdat	0	0	0	0
ons	0	0	0	0
ons	0	0	0	0
al	0	0	0	1
hoe	0	0	0	0
meer	0	0	0	0
oorgee	1	0	0	0
aan	0	0	0	0
die	0	0	0	0
Here.	0	0	0	0

Noem	0	0	1	0
dit	0	0	0	0
sommer	0	0	0	0
die	0	0	0	0
denkende	1	0	0	0
mens	0	0	0	0
se	0	0	0	0
Quake.	0	0	0	0

Die	0	0	0	0
ontwikkeling	0	0	1	0
en	0	0	0	0
bestuur	0	0	0	1
van	0	0	0	0
menslike	1	0	0	0
potensiaal	0	0	0	0
en	0	0	0	0
ander	0	0	0	1
hulpbronne.	0	0	0	0

Die	0	0	0	0
oorlog	0	0	1	0
eindig	0	0	0	1
op	0	0	0	0
Mei	0	0	0	1
met	0	0	0	0
die	0	0	0	0
vrede	1	0	0	1
van	0	0	0	0
Vereeniging.	0	0	0	0

Verhit	0	0	0	1
tot	0	0	0	0
kookpunt	0	0	0	1
en	0	0	0	0
skep	0	0	0	1
skuim	1	0	1	0
met	0	0	0	0
gaatjieslepel.	0	0	0	1

Hierdie	0	0	1	0
opleiding	0	0	0	0
bied	0	0	0	0
loopbaanmoontlikhede	1	0	0	1
in	0	0	0	0
die	0	0	0	0
privaat,	0	0	0	1
akademiese	0	0	0	0
en	0	0	0	0
gemeenskapsektor.	0	0	0	0

So,	0	0	0	1
u	0	0	1	0
het	0	0	0	0
dit	0	0	0	0
nou	0	0	0	0
sommer	0	0	0	0
net	1	0	0	0
so	0	0	0	0
reg	0	0	0	0
gestel.	0	0	0	0

Dit	0	0	0	0
ruk	0	0	0	1
en	0	0	0	0
skud	0	0	0	1
en	0	0	0	0
skeur	1	0	1	0
na	0	0	0	0
my	0	0	0	0
maag	0	0	0	0
toe.	0	0	0	0

Baie	1	0	1	0
lidmate	0	0	0	0
het	0	0	0	0
gehelp	0	0	0	1
met	0	0	0	0
die	0	0	0	0
bou	0	0	0	1
proses.	0	0	0	0

Uit	0	0	1	0
die	0	0	0	0
eerste	1	0	0	1
huwelik	0	0	0	0
is	0	0	0	0
net	0	0	0	0
twee	0	0	0	0
kinders	0	0	0	0
gebore.	0	0	0	0

Jy	0	0	0	0
het	0	0	0	0
belowe	0	0	0	0
nooit	1	0	1	0
weer	0	0	0	0
nie	0	0	0	0
en	0	0	0	0
ek	0	0	0	0
het	0	0	0	0
jou	0	0	0	0
geglo.	0	0	0	0

Ons	0	0	0	0
loop	0	0	0	0
stadiger	1	0	1	0
as	0	0	0	0
tien	0	0	0	1
of	0	0	0	0
twintig	0	0	0	1
jaar	0	0	0	0
gelede.	0	0	0	0

Hulle	0	0	0	0
was	0	0	0	0
voorwaar	1	0	0	1
ook	0	0	0	0
goed	0	0	0	0
vir	0	0	0	0
Zoeloeland.	0	0	1	0

Duplikaatsleutels	0	1	0	1
vir	0	0	0	0
hangslotte	1	0	1	0
moet	0	0	0	1
by	0	0	0	0
die	0	0	0	0
koshuiskantoor	0	0	0	1
ingehandig	0	0	0	0
word.	0	0	0	0

Leer	1	0	1	0
om	0	0	0	0
uit	0	0	0	0
God	0	0	0	1
se	0	0	0	0
oogpunt	0	0	0	1
na	0	0	0	0
jou	0	0	0	0
situasie	0	0	0	0
te	0	0	0	0
kyk.	0	0	0	0

Ek	0	0	1	0
het	0	0	0	0
die	0	0	0	0
klokkie	1	0	0	1
gelui	0	0	0	1
en	0	0	0	0
tannie	0	0	0	0
Marie	0	0	0	1
het	0	0	0	0
oopgemaak.	0	0	0	0

Ou	1	0	1	0
Suid	0	0	0	0
Afrika	0	0	0	0
was	0	0	0	0
nog	0	0	0	0
aan	0	0	0	0
die	0	0	0	0
orde	0	0	0	1
van	0	0	0	0
die	0	0	0	0
dag.	0	0	0	0

Betaal	0	0	1	0
jou	0	0	0	0
duurste	0	0	0	1
skuld	0	0	0	0
eerste.	1	0	0	1

Hierdie	0	1	0	1
program	0	0	0	1
gee	0	0	0	0
ook	0	0	0	0
toegang	0	1	0	1
tot	0	0	0	0
verdere	1	0	1	0
nagraadse	0	0	0	0
studie	0	0	0	0
in	0	0	0	0
Fisika.	0	0	0	0

Adolf	0	0	1	0
weet	0	0	0	0
nie	0	0	0	0
eintlik	0	0	0	1
of	0	0	0	0
hy	0	0	0	0
oukei	1	0	0	1
is	0	0	0	0
nie.	0	0	0	0

So	0	0	0	0
uit	1	0	1	0
die	0	0	0	0
wat	0	0	0	0
onderrig	0	0	0	1
ontvang	0	0	0	1
slaag	0	0	0	0
matriek.	0	0	0	0

Sy	0	0	0	0
laat	0	0	1	0
my	0	0	0	0
ook	1	0	0	0
dink	0	0	0	0
aan	0	0	0	0
iemand	0	0	0	1
soos	0	0	0	0
prof	0	0	0	0
Elize	0	0	0	0
Botha.	0	0	0	0

Dit	0	0	0	0
sou	0	0	0	1
'n	0	0	0	0
nuwe	0	0	0	1
era	0	0	1	0
in	0	0	0	0
Kommandokampe	1	0	0	0
inlui.	0	0	0	0

Hy	0	0	0	0
het	0	0	0	0
weer	0	1	1	0
in	0	0	0	0
die	0	0	0	0
water	0	0	0	1
na	0	0	0	0
sy	0	0	0	0
eie	1	0	0	1
oë	0	0	0	1
gekyk.	0	0	0	0

Sewe	0	1	1	0
internasionale	0	0	0	1
en	0	0	0	0
ongeveer	0	0	0	1
twintig	1	0	0	0
plaaslike	0	0	0	0
uitgewers	0	0	0	1
het	0	0	0	0
daar	0	1	0	0
uitgestal.	0	0	0	0

Die	0	0	0	0
vreugde	1	0	0	1
van	0	0	0	0
sy	0	0	0	0
ouers,	0	0	0	1
maar	0	1	1	0
met	0	0	0	0
epilepsie.	0	0	0	0

So	0	0	1	0
kon	0	0	0	0
sy	0	0	0	0
ook	0	0	0	0
vreugde	1	0	0	1
skep	0	0	0	0
in	0	0	0	0
die	0	0	0	0
onskynlik	0	1	0	1
morbiede.	0	0	0	0

Ander	1	0	1	0
makro	0	0	0	0
en	0	0	0	0
mikro-elemente	0	0	0	0
is	0	0	0	0
nie	0	0	0	0
bepaal	0	0	0	0
nie.	0	0	0	0

Hou	0	0	1	0
afskrifte	0	0	0	1
van	0	0	0	0
alle	1	0	0	0
werkers	0	0	0	1
se	0	0	0	0
identiteitsdokumente.	0	0	0	0

Indien	0	0	1	0
dit	0	0	0	0
vir	0	0	0	0
weke	0	0	0	0
daagliks	1	0	0	0
gedoen	0	0	0	1
word	0	0	0	0
sal	0	0	0	0
puisies	0	0	0	1
verdwyn.	0	0	0	0

En	0	0	0	0
veranderende	0	0	1	0
feitelikhede	1	0	0	1
instigeer	0	0	0	0
veranderende	0	0	0	0
waardes.	0	0	0	0

Kinders	0	0	1	0
moet	0	0	0	0
gesien	1	0	0	1
nie	0	0	0	0
gehoor	0	0	0	0
word	0	0	0	0
nie,	0	0	0	0
lui	0	0	0	0
die	0	0	0	0
spreekwoord.	0	0	0	0

Darwin	0	0	1	0
se	0	0	0	0
evolusieteorie	0	0	0	0
het	0	0	0	0
verdere	1	0	0	1
vertwyfeling	0	0	0	0
gebring.	0	0	0	0

Ek	0	0	0	0
kon	0	0	0	0
sweer	1	0	1	0
daar	0	0	0	0
was	0	0	0	0
gister	0	0	0	0
'n	0	0	0	0
kas.	0	0	0	0

Meng	0	0	0	0
een	1	0	0	1
koppie	0	0	0	0
asyn	0	1	1	0
en	0	0	0	0
twee	0	1	0	0
koppies	0	0	0	0
water.	0	0	0	0

Ek	0	0	0	0
kyk	0	0	0	1
haar	0	0	0	0
al	0	0	0	0
kouend	1	0	1	0
agterna	0	0	0	0
en	0	0	0	0
ek	0	0	0	0
sidder.	0	0	0	1

Daaroor	0	1	1	0
het	0	0	0	0
ek	0	0	0	0
al	0	0	0	0
in	0	0	0	0
'n	0	0	0	0
vorige	1	0	0	1
artikel	0	0	0	0
vertel.	0	0	0	0

Ek	0	0	0	0
het	0	0	0	0
gesê	1	0	0	1
dis	0	0	0	0
onregverdig	0	1	1	0
weens	0	0	0	0
die	0	0	0	0
situasie	0	0	0	0
op	0	0	0	0
Touwsrivier.	0	0	0	1

In	0	0	0	0
jou	0	0	0	0
verhouding	0	0	1	0
met	0	0	0	0
jou	0	0	0	0
ou	1	0	0	0
of	0	0	0	0
jou	0	0	0	0
meisie.	0	1	0	0

Na	0	1	1	0
ons	0	0	0	0
die	0	0	0	0
boekie	0	0	0	0
ontvang	1	0	0	0
het,	0	0	0	0
lees	0	0	0	0
vroutjie	0	0	0	1
eerste	0	1	0	0
daarin.	0	0	0	0

Help	0	0	0	1
ook	0	0	0	0
hier	1	0	1	0
u	0	0	0	0
kind	0	0	0	0
om	0	0	0	0
sy	0	0	0	0
geld	0	0	0	0
oordeelkundig	0	1	0	0
te	0	0	0	0
spandeer.	0	0	0	0

Enige	1	0	1	0
terugvoer	0	0	0	1
ten	0	0	0	0
opsigte	0	0	0	1
van	0	0	0	0
hierdie	0	0	0	0
Web	0	0	0	1
Tuiste	0	0	0	1
word	0	0	0	0
verwelkom.	0	0	0	0

Indien	0	0	0	0
u	0	0	0	0
enige	1	0	1	0
bekommernis	0	0	0	0
het,	0	0	0	0
deel	0	0	0	1
dit	0	0	0	0
met	0	0	0	0
u	0	0	0	0
bure.	0	0	0	0

Gebruik	0	0	0	0
een	1	0	1	0
deel	0	0	0	0
heuning	0	0	0	0
en	0	0	0	0
twee	0	1	0	1
dele	0	0	0	0
louwarm	0	1	0	0
water.	0	0	0	0

Ek	0	0	0	0
kyk	0	0	0	0
af	0	0	1	0
na	0	0	0	0
die	0	0	0	0
perfekte	0	0	0	0
stikselpatroon	1	0	0	1
op	0	0	0	0
sy	0	0	0	0
skoene.	0	0	0	0

Dis	0	0	0	0
al	0	0	0	0
weer	0	0	0	0
daai	1	0	1	0
reputasie	0	0	0	1
waarmee	0	0	0	0
ek	0	0	0	0
moet	0	0	0	0
stoei	0	1	0	1
hierdie	0	0	0	0
somer.	0	0	0	0

Tydens	0	0	1	0
die	0	0	0	0
algemene	0	0	0	0
sinode	0	0	0	0
vergaderings	1	0	0	1
is	0	0	0	0
die	0	0	0	0
onderwerp	0	0	0	1
van	0	0	0	0
gays	0	0	0	0
bespreek.	0	0	0	0

Hoe	0	1	1	0
dit	0	0	0	0
gebeur	0	0	0	0
het	0	0	0	0
wil	0	0	0	0
ek	0	0	0	0
nie	0	0	0	0
nou	1	0	0	1
weet	0	0	0	0
nie.	0	0	0	0

Die	0	0	0	0
gewone	0	0	0	1
ou	0	0	0	0
snert	1	0	0	1
wat	0	0	0	0
almal	0	1	1	0
altyd	0	1	0	1
kwytraak.	0	0	0	0

Later	0	0	1	0
het	0	0	0	0
ek	0	0	0	0
die	0	0	0	0
ander	1	0	0	1
vakke	0	0	0	0
gedoen	0	0	0	0
wat	0	0	0	0
laboratoriumwerk	0	1	0	0
vereis	0	0	0	0
het.	0	0	0	0

Twee	1	0	1	0
volumes	0	0	0	1
van	0	0	0	0
die	0	0	0	0
outobiografie	0	0	0	0
moet	0	0	0	0
nog	0	0	0	0
